,Unnamed: 0,Barometer,Temp,NO,PM-10,RH,Radiation,WindDir,SO2,NOx,NO2,Compass,PM-2-5,CO,PM-1,O3,Wind Spd,TSP,time,Hướng gió,Nhiệt độ,Áp suất khí quyển,Wind Spd (sai)
0,0,1010.28,25.55,18.57,18.12,98.55,0.01,188.88,19.17,68.232,78.45,264.66,7.48,461.82,3.43,-17.17,1.48,31.02,14/4/2019 07:00:00,,,,
1,1,1011.21,25.17,11.61,17.25,99.62,32.83,194.24,13.49,48.492,58.17,264.66,7.63,595.4,3.43,-3.7,1.55,31.13,14/4/2019 08:00:00,,,,
2,2,1012.36,25.86,8.79,12.04,97.46,311.73,108.6,6.68,30.564,34.38,265.0,5.31,553.42,2.43,3.09,1.24,21.29,14/4/2019 09:00:00,,,,
3,3,1012.66,27.67,11.33,10.91,88.45,532.91,119.74,5.77,30.996,31.16,265.0,4.48,446.55,2.14,8.6,1.78,19.24,14/4/2019 10:00:00,,,,
4,4,1012.78,29.14,5.5,8.91,77.99,610.51,116.88,5.72,23.676,28.68,265.0,3.68,435.1,1.87,33.08,1.56,18.48,14/4/2019 11:00:00,,,,
5,5,1011.23,29.41,13.53,12.03,78.18,343.47,119.9,8.68,47.448,53.6,265.0,5.03,408.38,2.49,14.88,1.4,23.25,14/4/2019 12:00:00,,,,
6,6,1009.65,28.91,7.02,13.06,81.86,124.37,124.78,9.71,41.784,54.71,264.32,5.37,450.37,2.6,6.7,1.61,27.16,14/4/2019 13:00:00,,,,
7,7,1009.69,28.87,4.49,10.76,83.69,254.85,138.83,6.47,16.872,19.55,264.65,4.69,362.58,2.18,7.36,2.65,21.91,14/4/2019 14:00:00,,,,
8,8,1009.71,28.83,4.67,12.42,84.64,209.75,136.05,3.11,12.24,12.02,265.0,4.43,301.52,2.07,3.21,2.26,24.97,14/4/2019 15:00:00,,,,
9,9,1008.63,28.51,4.06,14.29,85.59,79.3,124.73,1.88,14.172,15.98,265.0,4.39,343.5,1.99,-0.35,1.45,29.58,14/4/2019 16:00:00,,,,
10,10,1008.05,28.59,3.22,14.12,85.65,90.39,113.04,1.64,13.584,16.36,265.0,4.42,343.5,1.98,-0.04,1.19,32.63,14/4/2019 17:00:00,,,,
11,11,1007.15,28.4,73.74,17.7,86.41,57.76,108.45,7.31,89.988,27.93,265.0,5.91,312.97,2.73,-12.15,1.06,33.38,14/4/2019 18:00:00,,,,
12,12,1007.98,27.96,65.19,15.46,88.06,10.31,99.07,15.75,81.804,28.23,265.0,5.55,332.05,2.56,-10.39,0.93,28.13,14/4/2019 19:00:00,,,,
13,13,1007.43,27.67,2.34,14.42,89.41,,100.54,5.58,17.796,24.32,264.67,4.53,358.77,2.06,-5.48,0.71,28.63,14/4/2019 20:00:00,,,,
14,14,1010.89,27.6,2.43,15.46,90.23,,107.43,3.25,17.412,23.58,265.0,5.05,377.85,2.34,-4.95,0.96,30.74,14/4/2019 21:00:00,,,,
15,15,1010.67,27.36,1.99,13.3,90.68,,98.68,2.89,15.54,21.31,265.0,4.61,301.52,2.11,-1.94,0.82,25.06,14/4/2019 22:00:00,,,,
16,16,1011.01,27.18,1.95,13.03,91.31,,92.09,1.61,10.164,12.96,265.0,4.92,286.25,2.34,0.1,0.59,24.79,14/4/2019 23:00:00,,,,
17,17,1012.04,26.9,1.89,12.09,93.81,,96.13,1.2,10.56,13.66,265.0,5.45,270.98,2.69,-1.42,0.61,21.89,15/4/2019 00:00:00,,,,
18,18,1011.45,26.7,1.41,12.54,94.54,,102.26,1.14,9.648,12.96,265.0,5.31,251.9,2.66,-1.61,0.66,22.44,15/4/2019 01:00:00,,,,
19,19,1011.02,26.64,3.48,14.97,94.31,,111.62,2.02,15.312,18.67,265.0,5.49,267.17,2.59,-1.83,0.94,27.17,15/4/2019 02:00:00,,,,
20,20,1010.41,26.23,49.3,24.2,93.59,,117.16,23.85,78.588,47.47,265.0,6.93,438.92,2.99,-8.6,1.41,42.45,15/4/2019 03:00:00,,,,
21,21,1010.08,25.63,29.19,18.24,91.65,,108.21,63.2,74.772,72.42,265.0,5.89,541.97,2.65,-4.38,1.13,33.08,15/4/2019 04:00:00,,,,
22,22,1008.97,25.02,8.03,13.96,92.44,,128.65,40.99,49.752,65.64,265.0,4.64,557.23,2.19,1.28,1.18,24.2,15/4/2019 05:00:00,,,,
23,23,1010.73,24.48,3.56,14.46,96.45,5.42,135.07,18.1,32.148,44.92,265.0,4.47,637.38,2.15,5.69,1.37,27.52,15/4/2019 06:00:00,,,,
24,24,1011.49,24.48,3.32,12.54,94.61,19.41,132.23,15.65,25.368,34.67,265.0,3.76,637.38,1.83,10.19,1.14,27.62,15/4/2019 07:00:00,,,,
25,25,1012.86,24.32,3.85,11.72,95.39,11.69,108.85,12.19,27.288,36.87,265.0,3.68,713.72,1.75,9.82,0.82,24.97,15/4/2019 08:00:00,,,,
26,26,1012.2,24.21,16.66,15.45,95.46,99.81,117.35,14.19,53.388,58.11,264.67,4.4,736.62,2.13,6.96,1.16,28.54,15/4/2019 09:00:00,,,,
27,27,1011.25,24.93,11.22,12.94,89.85,271.48,109.2,13.4,30.96,31.31,264.33,3.71,629.75,1.8,19.98,1.2,24.93,15/4/2019 10:00:00,,,,
28,28,1011.42,25.39,4.07,10.86,85.45,158.48,113.98,12.45,17.928,21.84,264.67,3.28,572.5,1.6,27.07,1.19,23.0,15/4/2019 11:00:00,,,,
29,29,1013.32,26.28,4.37,7.65,81.83,304.29,104.94,8.43,15.828,18.11,265.0,3.02,530.52,1.6,36.17,1.19,15.28,15/4/2019 12:00:00,,,,
30,30,1012.19,27.05,4.53,11.46,79.14,306.43,123.32,9.94,18.972,22.8,265.0,3.91,515.25,1.99,47.45,1.61,22.7,15/4/2019 13:00:00,,,,
31,31,1008.53,26.83,5.27,15.93,80.69,118.69,138.17,14.37,35.712,47.9,264.67,5.06,545.78,2.41,43.5,1.99,30.67,15/4/2019 14:00:00,,,,
32,32,1009.05,26.38,9.58,22.85,83.24,92.78,135.08,18.89,56.364,73.65,265.0,6.31,595.4,2.94,29.83,1.83,43.01,15/4/2019 15:00:00,,,,
33,33,1009.63,26.65,16.37,26.19,83.23,150.35,128.26,28.57,69.384,83.64,265.0,7.13,599.22,3.36,23.59,1.69,51.79,15/4/2019 16:00:00,,,,
34,34,1006.56,26.49,19.54,30.12,83.58,63.62,123.13,33.11,88.5,108.75,264.67,8.08,614.48,3.79,14.32,1.73,61.81,15/4/2019 17:00:00,,,,
35,35,1007.64,26.11,38.29,39.22,85.16,25.19,120.54,38.17,123.396,134.72,265.0,9.58,687.0,4.54,1.77,1.63,77.11,15/4/2019 18:00:00,,,,
36,36,1009.29,25.83,31.38,42.49,86.9,3.8,131.26,48.49,123.036,144.77,265.0,10.46,755.7,4.91,-1.22,1.57,85.54,15/4/2019 19:00:00,,,,
37,37,1009.92,25.66,40.94,40.43,87.88,,123.39,52.52,130.416,141.7,265.0,11.12,709.9,5.54,-1.91,1.46,79.97,15/4/2019 20:00:00,,,,
38,38,1010.89,25.45,41.53,39.25,88.36,,116.72,56.05,131.436,142.37,265.0,12.06,641.2,6.1,-2.01,1.21,76.98,15/4/2019 21:00:00,,,,
39,39,1011.77,25.27,25.98,39.66,89.33,,117.16,44.65,119.712,147.75,265.0,12.01,599.22,5.95,-1.81,1.31,74.02,15/4/2019 22:00:00,,,,
40,40,1012.03,25.17,20.42,40.11,89.61,,114.79,39.71,116.82,151.82,265.0,11.4,572.5,5.44,-1.73,1.48,70.36,15/4/2019 23:00:00,,,,
41,41,1011.66,25.02,57.67,45.86,90.27,,122.99,49.63,149.076,145.27,265.0,12.4,576.32,5.7,-2.12,1.48,80.47,16/4/2019 00:00:00,,,,
42,42,1011.07,25.03,22.44,33.05,90.12,,124.68,39.05,105.264,130.6,265.0,8.77,583.95,3.98,2.93,1.44,61.0,16/4/2019 01:00:00,,,,
43,43,1010.54,25.04,11.11,28.5,90.64,,118.13,43.22,88.032,120.95,265.0,7.96,572.5,3.69,2.28,1.06,53.22,16/4/2019 02:00:00,,,,
44,44,1009.83,25.08,19.12,31.16,90.77,,137.79,58.19,100.932,128.87,265.0,8.0,568.68,3.73,-2.13,1.06,56.09,16/4/2019 03:00:00,,,,
45,45,1009.77,25.12,20.71,28.95,90.71,,126.73,51.69,98.532,122.66,265.0,8.28,557.23,4.12,-2.02,0.86,49.83,16/4/2019 04:00:00,,,,
46,46,1010.15,25.22,9.72,26.76,90.55,,92.14,38.51,77.568,106.66,265.0,8.59,595.4,4.56,-0.15,0.46,47.9,16/4/2019 05:00:00,,,,
47,47,1010.46,25.2,9.26,24.1,91.24,0.04,159.81,33.14,66.852,90.45,265.0,8.51,694.63,4.62,0.44,0.69,42.74,16/4/2019 06:00:00,,,,
48,48,1011.12,25.04,20.74,25.18,93.15,4.81,186.72,28.62,74.04,84.22,265.0,9.07,938.9,4.87,-1.45,0.63,44.41,16/4/2019 07:00:00,,,,
49,49,1011.78,24.78,27.54,33.22,97.12,18.73,261.08,27.48,64.932,59.52,265.0,10.49,1190.8,5.25,-1.52,0.77,63.39,16/4/2019 08:00:00,,,,
50,50,1012.36,24.84,18.4,27.63,97.94,44.76,280.47,33.51,47.808,46.71,265.0,8.99,1057.22,4.45,1.07,0.84,50.9,16/4/2019 09:00:00,,,,
51,51,1011.6,24.96,45.45,48.16,97.34,31.22,258.65,41.71,74.94,47.73,264.67,12.56,1118.28,5.47,-0.23,0.8,98.23,16/4/2019 10:00:00,,,,
52,52,1012.9,24.4,32.89,34.33,97.67,45.11,256.21,28.43,56.076,37.43,265.0,9.3,935.08,3.99,-0.05,0.98,73.16,16/4/2019 11:00:00,,,,
53,53,1012.45,24.2,10.03,14.45,93.96,65.4,155.49,15.63,26.868,26.72,265.0,4.09,713.72,1.79,6.45,1.26,30.82,16/4/2019 12:00:00,,,,
54,54,1011.72,24.17,23.81,29.86,94.53,72.12,148.73,14.52,44.736,33.59,265.0,8.21,797.68,3.15,4.46,1.11,63.12,16/4/2019 13:00:00,,,,
55,55,1008.11,23.76,33.26,38.19,95.51,53.73,212.47,19.23,56.676,37.81,265.0,11.73,877.83,4.57,10.17,1.11,79.36,16/4/2019 14:00:00,,,,
56,56,1007.51,23.21,30.66,21.4,98.46,70.51,167.26,18.58,55.8,40.29,264.64,7.53,931.27,3.34,15.57,0.71,37.26,16/4/2019 15:00:00,,,,
57,57,1009.7,23.65,26.1,17.87,97.59,107.3,173.02,14.31,53.064,43.0,265.0,6.37,1198.43,3.09,17.33,0.58,32.39,16/4/2019 16:00:00,,,,
58,58,1009.55,23.96,29.87,36.47,95.88,47.61,214.3,32.65,63.072,53.03,265.0,10.8,1511.4,4.62,15.42,0.68,74.14,16/4/2019 17:00:00,,,,
59,59,1009.8,24.04,37.14,53.71,94.1,18.1,218.46,46.89,75.42,61.24,265.0,13.07,1480.87,5.06,13.91,0.65,111.89,16/4/2019 18:00:00,,,,
60,60,1010.33,24.15,23.12,43.85,92.22,4.98,229.62,26.96,67.608,70.49,265.0,9.51,1301.48,3.74,12.18,0.55,95.83,16/4/2019 19:00:00,,,,
61,61,1011.33,24.22,36.26,41.59,91.81,,138.69,20.44,74.748,61.53,265.0,9.8,1366.37,3.88,12.42,0.59,83.74,16/4/2019 20:00:00,,,,
62,62,1012.44,24.27,9.69,21.34,90.44,,135.14,14.31,40.176,48.09,265.0,6.28,1091.57,2.86,15.13,0.43,42.13,16/4/2019 21:00:00,,,,
63,63,1011.83,24.04,11.36,24.99,91.5,,263.59,17.89,45.072,53.23,264.64,7.35,1389.27,3.56,12.82,0.8,51.66,16/4/2019 22:00:00,,,,
64,64,1013.35,23.87,9.96,21.97,90.76,,288.11,18.96,39.852,47.13,265.0,6.69,1244.23,3.28,15.47,0.89,44.16,16/4/2019 23:00:00,,,,
65,65,1013.24,23.68,3.03,18.12,89.94,,281.22,17.41,24.684,34.0,265.0,4.76,797.68,2.19,18.9,0.89,39.19,17/4/2019 00:00:00,,,,
66,66,1012.47,23.7,4.13,20.36,89.37,,224.72,25.39,31.74,43.32,265.0,5.11,805.32,2.18,16.86,0.57,44.85,17/4/2019 01:00:00,,,,
67,67,1011.64,23.69,5.97,25.63,89.33,,200.35,27.11,35.976,47.23,265.0,5.93,931.27,2.5,15.12,0.44,53.14,17/4/2019 02:00:00,,,,
68,68,1010.99,23.58,13.87,34.25,90.84,,180.58,26.26,46.872,52.19,265.0,7.23,1179.35,3.04,11.83,0.41,76.39,17/4/2019 03:00:00,,,,
69,69,1009.52,23.56,19.5,35.84,91.27,,179.91,33.11,51.12,50.21,265.0,8.15,1175.53,3.3,11.72,0.34,74.04,17/4/2019 04:00:00,,,,
70,70,1009.83,23.54,16.69,36.77,91.24,,189.4,38.03,47.58,48.97,265.0,9.91,1637.35,4.19,11.85,0.39,73.33,17/4/2019 05:00:00,,,,
71,71,1011.48,23.46,21.21,36.33,93.67,0.77,175.2,32.32,47.388,41.66,265.0,9.27,1358.73,4.2,11.46,0.57,73.56,17/4/2019 06:00:00,,,,
72,72,1011.83,23.66,35.21,39.81,93.27,17.28,143.59,36.88,58.644,37.9,265.0,9.27,1186.98,3.99,12.07,0.39,84.88,17/4/2019 07:00:00,,,,
73,73,1012.49,23.96,57.7,47.53,92.63,42.18,181.83,40.01,78.6,34.69,265.0,10.79,1522.85,4.62,12.83,0.49,104.23,17/4/2019 08:00:00,,,,
74,74,1010.14,24.36,64.87,52.31,90.89,81.29,160.69,50.24,87.276,37.28,264.27,11.6,1473.23,4.82,13.54,0.49,111.54,17/4/2019 09:00:00,,,,
75,75,1011.63,25.01,55.76,46.98,88.08,151.87,111.02,78.63,84.3,46.58,264.63,11.56,1297.67,5.08,16.88,0.59,97.24,17/4/2019 10:00:00,,,,
76,76,1012.53,25.41,73.78,44.86,86.53,177.8,125.91,64.62,105.756,52.57,265.0,13.17,1377.82,5.93,17.55,1.29,86.05,17/4/2019 11:00:00,,,,
77,77,1010.45,25.51,78.59,49.35,86.32,120.86,132.26,62.14,120.06,67.65,265.0,15.8,1438.88,7.34,16.69,1.11,92.38,17/4/2019 12:00:00,,,,
78,78,1009.36,25.69,89.77,44.54,86.25,108.23,110.79,69.74,135.06,74.04,265.0,14.58,1114.47,6.87,16.55,1.06,84.62,17/4/2019 13:00:00,,,,
79,79,1008.22,25.78,40.15,27.59,85.43,130.91,115.95,37.35,79.896,63.65,265.0,8.32,736.62,3.99,28.42,1.13,57.58,17/4/2019 14:00:00,,,,
80,80,1007.15,25.89,9.79,24.31,84.26,161.19,114.67,15.45,47.292,59.1,265.0,6.32,671.73,3.02,43.58,1.26,51.42,17/4/2019 15:00:00,,,,
81,81,1007.42,26.01,4.43,20.52,84.1,128.65,120.43,14.86,29.808,39.93,265.0,5.71,683.18,2.77,62.34,1.44,40.55,17/4/2019 16:00:00,,,,
82,82,1006.56,25.97,2.74,23.38,85.15,52.74,125.86,15.08,31.26,44.8,265.0,6.1,797.68,2.86,61.69,1.37,52.5,17/4/2019 17:00:00,,,,
83,83,1006.27,25.9,2.99,30.24,86.23,17.76,127.65,18.28,45.468,66.69,265.0,7.3,858.75,3.28,48.3,1.42,70.23,17/4/2019 18:00:00,,,,
84,84,1005.32,25.54,3.45,36.21,89.02,3.35,121.69,21.15,69.636,103.88,265.0,9.29,854.93,4.27,27.46,1.08,77.11,17/4/2019 19:00:00,,,,
85,85,1004.38,25.38,19.22,34.76,91.06,,113.69,24.33,93.816,117.59,264.64,10.61,824.4,5.17,16.76,0.94,70.39,17/4/2019 20:00:00,,,,
86,86,1006.38,25.61,18.22,32.76,91.97,,120.63,27.57,95.58,121.88,264.64,10.6,767.15,5.26,13.99,1.12,64.61,17/4/2019 21:00:00,,,,
87,87,1008.55,25.74,4.69,26.12,93.65,,118.0,19.16,60.684,87.92,265.0,10.07,698.45,5.1,22.74,1.09,47.36,17/4/2019 22:00:00,,,,
88,88,1008.69,25.9,1.84,23.17,93.96,,113.22,10.37,40.164,60.05,265.0,9.86,580.13,5.15,31.42,1.3,38.34,17/4/2019 23:00:00,,,,
89,89,1006.91,25.81,1.9,19.54,95.73,,114.3,8.86,32.16,47.4,264.63,9.34,503.8,4.96,33.33,1.37,33.79,18/4/2019 00:00:00,,,,
90,90,1006.3,25.57,2.52,15.25,98.37,,114.93,7.93,29.856,42.92,264.63,7.35,454.18,3.78,29.1,1.21,25.96,18/4/2019 01:00:00,,,,
91,91,1006.89,25.47,1.88,12.26,99.67,,119.94,6.18,23.604,34.1,265.0,5.76,404.57,2.95,27.59,1.06,20.5,18/4/2019 02:00:00,,,,
92,92,1006.11,25.45,1.82,10.79,100.0,,118.76,4.79,17.052,23.93,265.0,5.04,366.4,2.61,26.44,1.08,19.12,18/4/2019 03:00:00,,,,
93,93,1005.98,25.57,1.74,11.15,99.99,,124.52,3.59,14.832,20.57,265.0,4.87,347.32,2.43,25.56,1.06,21.25,18/4/2019 04:00:00,,,,
94,94,1005.85,25.73,1.75,10.62,99.84,,111.63,2.45,13.08,17.82,265.0,4.87,320.6,2.47,24.6,0.92,18.35,18/4/2019 05:00:00,,,,
95,95,1006.09,26.0,2.41,10.42,98.92,1.62,109.56,1.9,15.864,21.14,265.0,4.99,370.22,2.51,21.28,0.88,17.81,18/4/2019 06:00:00,,,,
96,96,1006.91,26.1,7.94,13.84,98.58,7.23,110.75,3.64,36.12,44.42,265.0,5.6,572.5,2.74,12.51,0.87,23.14,18/4/2019 07:00:00,,,,
97,97,1006.2,26.37,19.78,15.86,98.62,34.74,110.09,5.84,51.732,50.72,265.0,6.52,583.95,3.08,8.85,1.02,26.48,18/4/2019 08:00:00,,,,
98,98,1005.28,26.93,31.65,17.96,96.86,91.93,110.0,5.4,58.836,43.64,264.65,6.43,446.55,3.01,10.22,1.28,34.44,18/4/2019 09:00:00,,,,
99,99,1006.56,27.8,19.77,20.21,93.94,117.79,124.98,3.86,37.788,28.9,264.65,6.14,389.3,2.84,15.8,1.7,38.5,18/4/2019 10:00:00,,,,
100,100,1006.04,28.71,5.58,18.03,90.39,240.74,136.91,1.29,16.032,16.57,264.64,6.07,301.52,2.72,25.38,2.52,32.68,18/4/2019 11:00:00,,,,
101,101,1003.76,29.51,5.14,18.89,87.12,382.26,138.35,0.1,11.496,10.13,264.64,6.48,286.25,2.99,33.63,2.99,37.03,18/4/2019 12:00:00,,,,
102,102,1002.74,29.48,3.48,19.62,87.13,298.47,138.92,-0.25,8.076,7.32,264.65,6.84,278.62,3.22,39.88,3.0,37.5,18/4/2019 13:00:00,,,,
103,103,1002.93,29.88,3.28,19.75,86.03,488.52,142.34,-0.26,7.296,6.41,264.65,7.58,282.43,3.57,46.31,3.22,36.01,18/4/2019 14:00:00,,,,
104,104,1001.76,29.92,3.28,23.58,85.63,378.97,139.1,-0.25,8.724,8.65,265.0,8.5,332.05,3.98,51.95,2.87,41.07,18/4/2019 15:00:00,,,,
105,105,1000.62,29.59,3.49,26.96,86.53,251.21,124.16,0.12,12.132,13.64,265.0,9.13,385.48,4.33,48.38,2.11,48.36,18/4/2019 16:00:00,,,,
106,106,1001.35,29.23,3.77,30.19,87.94,134.9,118.13,0.05,17.1,21.0,265.0,10.19,427.47,4.75,45.39,1.97,56.52,18/4/2019 17:00:00,,,,
107,107,1001.29,28.69,3.08,32.46,89.79,51.84,116.07,0.05,26.604,36.97,265.0,10.96,454.18,5.27,38.8,1.75,65.37,18/4/2019 18:00:00,,,,
108,108,1000.22,28.06,2.46,31.96,91.38,6.81,110.56,0.18,34.116,49.7,265.0,11.19,431.28,5.49,32.15,1.33,58.97,18/4/2019 19:00:00,,,,
109,109,1001.01,27.75,1.79,27.4,91.51,,107.9,-0.08,18.204,25.81,265.0,10.3,404.57,5.19,38.08,1.13,47.65,18/4/2019 20:00:00,,,,
110,110,1003.38,27.9,1.76,23.77,89.82,,113.32,-0.43,13.908,19.09,265.0,9.43,343.5,4.79,40.41,1.16,40.95,18/4/2019 21:00:00,,,,
111,111,1002.92,27.94,1.96,24.71,88.59,,112.84,-0.45,18.912,26.63,264.64,9.45,358.77,4.79,37.07,1.18,43.6,18/4/2019 22:00:00,,,,
112,112,1003.34,27.9,1.43,24.97,88.28,,110.82,-0.44,16.956,24.39,264.64,9.62,316.78,4.86,34.93,1.19,43.7,18/4/2019 23:00:00,,,,
113,113,1004.32,27.81,1.24,24.82,89.01,,117.09,-0.31,16.848,24.51,265.0,9.6,293.88,4.75,27.86,1.39,44.16,19/4/2019 00:00:00,,,,
114,114,1003.69,27.86,1.49,24.46,89.26,,118.4,-0.29,19.428,28.18,265.0,9.61,244.27,4.83,23.9,1.43,39.39,19/4/2019 01:00:00,,,,
115,115,1003.1,27.83,1.58,25.65,88.62,,120.34,-0.29,22.008,32.06,265.0,10.09,240.45,5.0,21.85,1.29,40.8,19/4/2019 02:00:00,,,,
116,116,1002.38,27.65,1.81,24.65,89.17,,113.45,-0.25,22.212,32.05,265.0,9.85,255.72,4.91,22.62,1.09,40.4,19/4/2019 03:00:00,,,,
117,117,1000.56,27.15,2.05,24.08,91.43,,106.92,-0.35,22.62,32.32,264.63,9.76,282.43,4.79,23.88,0.9,38.35,19/4/2019 04:00:00,,,,
118,118,1000.69,26.88,2.22,25.81,92.62,,116.67,-0.39,19.572,27.27,264.63,10.2,377.85,5.16,25.98,0.88,42.53,19/4/2019 05:00:00,,,,
119,119,1002.39,26.77,3.48,27.81,93.26,8.5,124.17,-0.19,26.46,36.13,265.0,11.21,622.12,5.73,21.42,0.66,48.85,19/4/2019 06:00:00,,,,
120,120,1002.84,26.84,23.94,45.04,93.53,60.39,137.36,0.11,61.824,60.18,265.0,13.45,957.98,6.63,12.93,0.7,90.3,19/4/2019 07:00:00,,,,
121,121,1000.69,27.88,27.43,47.02,89.63,218.71,127.64,0.38,62.364,55.67,264.62,13.69,1022.87,6.69,17.2,1.05,94.91,19/4/2019 08:00:00,,,,
122,122,1001.39,29.17,7.64,33.57,84.97,404.19,127.17,-0.05,29.712,34.85,264.62,11.35,507.62,5.49,34.22,1.69,62.81,19/4/2019 09:00:00,,,,
123,123,1004.42,30.12,11.18,35.12,82.33,600.63,128.51,-0.07,38.46,43.13,265.0,12.32,389.3,5.86,36.64,1.91,63.03,19/4/2019 10:00:00,,,,
124,124,1004.14,31.03,11.1,37.16,78.61,717.28,125.87,-0.14,39.168,44.36,265.0,13.19,393.12,6.09,43.4,1.94,69.71,19/4/2019 11:00:00,,,,
125,125,1003.41,32.1,8.03,38.98,73.09,771.6,133.82,-0.26,36.012,44.13,265.0,13.98,454.18,6.42,57.88,1.8,73.45,19/4/2019 12:00:00,,,,
126,126,999.76,32.84,11.61,41.05,68.23,758.69,137.74,-0.16,52.608,64.64,264.28,15.12,473.27,6.82,61.06,1.78,72.17,19/4/2019 13:00:00,,,,
127,127,998.59,33.26,27.98,45.9,69.11,679.87,142.91,0.23,99.792,113.46,264.28,17.28,503.8,7.89,45.25,2.2,79.59,19/4/2019 14:00:00,,,,
128,128,998.94,33.31,29.96,48.05,71.12,553.89,140.61,0.31,111.396,128.68,264.64,18.01,503.8,8.08,43.01,2.57,87.37,19/4/2019 15:00:00,,,,
129,129,999.49,33.31,20.93,49.3,71.86,390.69,133.19,0.5,111.192,142.2,265.0,16.69,541.97,7.45,47.25,2.49,91.97,19/4/2019 16:00:00,,,,
130,130,997.73,32.39,19.87,52.58,73.52,209.3,127.46,0.42,128.724,171.32,265.0,16.18,660.28,7.44,46.58,2.44,103.56,19/4/2019 17:00:00,,,,
131,131,999.4,31.03,10.9,47.78,78.18,67.42,123.23,0.19,117.66,167.72,265.0,15.36,694.63,7.18,43.07,2.09,89.21,19/4/2019 18:00:00,,,,
132,132,999.99,29.88,4.11,40.68,82.88,9.88,120.12,0.13,59.724,87.32,265.0,13.93,618.3,6.73,54.63,1.55,78.34,19/4/2019 19:00:00,,,,
133,133,1000.62,29.13,2.05,34.5,85.96,,116.92,-0.05,24.924,35.93,265.0,11.97,587.77,6.01,59.9,1.26,70.78,19/4/2019 20:00:00,,,,
134,134,1001.48,28.88,2.5,36.16,88.43,,118.8,-0.24,32.532,47.12,265.0,13.5,614.48,6.85,50.55,1.15,68.11,19/4/2019 21:00:00,,,,
135,135,1002.28,28.8,2.39,38.77,87.63,,121.4,-0.06,44.64,66.3,265.0,14.32,671.73,7.15,43.05,1.28,76.22,19/4/2019 22:00:00,,,,
136,136,1002.86,28.71,2.26,32.17,86.66,,119.89,,39.288,58.04,265.0,12.6,549.6,6.34,42.41,1.33,57.72,19/4/2019 23:00:00,,,,
137,137,1002.84,28.8,2.13,27.82,86.52,,118.35,,45.54,68.12,265.0,11.33,404.57,5.61,35.48,1.5,49.44,20/4/2019 00:00:00,,,,
138,138,1001.0,28.79,1.91,24.65,86.83,,130.84,,37.752,56.24,264.64,10.31,335.87,5.08,38.85,1.93,40.61,20/4/2019 01:00:00,,,,
139,139,1001.82,28.75,1.79,24.4,87.06,,126.36,,28.5,41.93,265.0,10.41,309.15,5.14,42.86,1.71,38.98,20/4/2019 02:00:00,,,,
140,140,998.45,28.31,2.03,25.43,87.79,,114.73,,26.916,39.07,264.64,10.36,301.52,5.14,40.8,1.25,43.54,20/4/2019 03:00:00,,,,
141,141,998.14,27.83,2.68,27.44,89.65,,114.56,,29.76,42.54,264.64,10.94,328.23,5.42,35.56,1.2,46.01,20/4/2019 04:00:00,,,,
142,142,999.64,27.7,2.53,27.3,90.2,,116.84,,25.548,36.17,264.64,11.44,358.77,5.7,37.98,1.33,44.25,20/4/2019 05:00:00,,,,
143,143,1001.43,27.73,2.68,32.65,90.16,8.69,124.8,,29.412,42.0,265.0,12.13,477.08,6.02,36.11,1.28,58.42,20/4/2019 06:00:00,,,,
144,144,1002.03,27.82,8.16,40.05,89.94,53.59,129.74,,54.528,72.96,265.0,13.75,683.18,6.6,24.76,1.39,74.83,20/4/2019 07:00:00,,,,
145,145,1001.17,28.73,12.44,41.59,86.2,192.09,126.69,0.1,61.98,78.06,264.63,14.1,713.72,6.73,25.08,1.67,79.42,20/4/2019 08:00:00,,,,
146,146,1002.97,29.73,6.51,34.6,82.69,364.66,122.15,,33.48,42.5,265.0,12.25,515.25,5.85,43.48,2.01,64.83,20/4/2019 09:00:00,,,,
147,147,1003.23,30.5,7.18,33.34,79.88,523.68,119.06,,30.936,37.46,265.0,12.01,416.02,5.67,50.35,2.08,59.54,20/4/2019 10:00:00,,,,
148,148,1003.22,31.23,9.37,33.81,77.48,658.35,124.1,,54.012,70.28,265.0,12.28,435.1,5.74,53.07,2.34,63.52,20/4/2019 11:00:00,,,,
149,149,1002.74,32.03,8.39,34.36,75.42,755.91,130.85,,53.904,71.53,265.0,13.19,450.37,6.03,85.43,2.59,65.95,20/4/2019 12:00:00,,,,
150,150,1000.44,32.73,8.8,37.1,72.87,773.02,133.58,,47.916,61.49,265.0,14.54,484.72,6.55,82.64,2.57,67.49,20/4/2019 13:00:00,,,,
151,151,999.36,33.33,8.73,37.56,70.21,697.02,134.62,0.16,57.336,76.49,264.64,14.59,526.7,6.6,80.06,2.58,62.44,20/4/2019 14:00:00,,,,
152,152,996.99,33.59,7.84,41.18,69.59,573.53,131.52,0.24,56.796,77.01,264.64,14.98,545.78,6.84,105.61,2.53,72.02,20/4/2019 15:00:00,,,,
153,153,998.98,33.52,7.72,44.52,71.02,411.34,126.81,0.58,56.424,76.59,265.0,14.36,545.78,6.36,89.35,2.34,85.36,20/4/2019 16:00:00,,,,
154,154,997.34,32.76,4.76,41.82,73.92,225.82,118.91,0.44,38.712,53.38,264.64,14.16,557.23,6.51,86.31,2.05,80.99,20/4/2019 17:00:00,,,,
155,155,994.78,31.31,82.61,52.09,77.97,71.05,119.21,1.1,139.512,91.93,264.64,18.17,599.22,8.7,62.31,2.16,99.48,20/4/2019 18:00:00,,,,
