,Unnamed: 0,Barometer,Temp,NO,PM-10,RH,Radiation,WindDir,SO2,NOx,NO2,Compass,PM-2-5,CO,PM-1,O3,Wind Spd,TSP,time,Hướng gió,Nhiệt độ,Áp suất khí quyển,Wind Spd (sai)
3015,3015,1006.0969184755008,26.391018686698377,11.89,57.0,73.1,349.86,162.8634553625583,99.53,43.932,50.61,323.0,26.38,786.23,11.02,50.08,1.417348568346225,91.52,19/8/2019 14:00:00,152.2,33.06,1001.02,1.53
3016,3016,1002.0956110903048,27.573088453438142,8.92,44.41,73.4,420.02,104.44957348190442,100.12,37.212,44.64,322.95,23.03,541.97,10.55,58.82,1.041498803705362,68.26,19/8/2019 15:00:00,160.89,33.1,1001.85,1.82
3017,3017,1006.9743427152954,28.504742519430803,22.17,39.06,74.38,441.08,172.97274973342405,93.44,53.424,49.63,322.95,19.9,374.03,9.35,51.97,3.3711880473029643,67.65,19/8/2019 16:00:00,177.64,32.71,1001.23,1.75
3018,3018,1008.7081475395372,27.123029406347165,9.13,30.77,84.43,114.32,192.59928573024166,85.07,31.668,35.64,322.89,16.58,320.6,7.47,62.08,2.786507856217513,50.43,19/8/2019 17:00:00,157.21,30.39,999.7,1.97
3019,3019,1002.493613402548,27.385946987514895,5.24,33.76,97.22,12.85,99.4079506131917,77.77,26.472,33.46,322.89,12.6,618.3,5.92,65.83,1.357813771581767,80.03,19/8/2019 18:00:00,216.23,26.62,1002.32,2.34
3020,3020,1006.0356029794755,31.755528988851708,3.27,27.68,100.0,48.42,131.93677776801482,71.1,22.992,31.02,322.89,8.81,580.13,4.44,68.56,1.8921981380251147,67.39,19/8/2019 19:00:00,152.86,25.0,1002.58,1.58
3021,3021,1005.292699577286,24.90606893608827,2.5,12.74,100.0,33.15,200.85495770349428,72.04,18.408,25.02,322.89,7.31,366.4,3.64,68.41,2.5785997166405803,21.55,19/8/2019 20:00:00,108.78,24.83,1003.88,1.47
3022,3022,1003.954005164064,30.0029485909406,2.27,12.84,98.76,,196.37386007542847,70.93,17.352,23.73,323.0,7.2,213.73,3.43,62.95,1.7333463918776641,21.71,19/8/2019 21:00:00,121.89,24.9,1003.86,1.03
3023,3023,1005.9060424898173,29.128540619850302,2.67,12.79,94.78,,241.01426751709295,69.05,14.64,18.87,323.0,6.26,293.88,2.89,59.51,0.49450466585728703,22.84,19/8/2019 22:00:00,148.37,25.46,1003.47,0.67
3024,3024,1006.0177249561973,28.651203700251298,2.66,24.85,94.13,,125.39831590570441,77.59,20.976,28.79,323.0,9.86,553.42,4.38,44.02,0.4112704178083082,48.67,19/8/2019 23:00:00,188.33,25.74,1003.51,0.6
3025,3025,1005.7570588119962,23.47292286380645,2.3,36.37,95.28,,97.5986046095192,90.71,20.952,29.3,323.0,14.47,782.42,6.47,34.82,2.2295173346907937,68.03,20/8/2019 00:00:00,245.71,25.81,1002.5,0.86
3026,3026,1005.0700037723736,31.290163774212953,2.44,20.43,96.6,,130.6737182263663,75.09,15.792,21.02,323.0,10.17,332.05,4.89,31.41,2.6035074477267885,33.4,20/8/2019 01:00:00,274.72,25.72,1001.18,0.95
3027,3027,1005.6752309504827,31.426199988669318,2.48,21.19,97.05,,191.53687202055445,69.8,11.52,14.25,,10.44,270.98,4.65,29.87,0.6835131275370094,33.67,20/8/2019 02:00:00,234.8,25.8,1002.42,0.69
3028,3028,1006.3866668005535,25.72405951244998,3.24,26.34,96.89,,179.43529289130106,77.45,13.416,16.06,,12.76,370.22,5.85,24.14,3.0266715413424445,40.2,20/8/2019 03:00:00,172.12,25.95,1002.05,0.5
3029,3029,1002.987310608655,25.53614861785721,3.31,29.55,97.6,,125.99138986960888,76.29,14.076,17.0,,15.02,389.3,7.83,19.05,0.6398234825442969,44.62,20/8/2019 04:00:00,225.38,25.75,998.98,0.6
3030,3030,1002.3241607778591,25.519080342750012,2.62,35.28,98.2,,164.76583895842188,70.36,9.912,11.52,322.55,16.51,332.05,6.97,20.85,2.8845374759523996,53.86,20/8/2019 05:00:00,280.58,25.7,1000.08,0.86
3031,3031,1009.5604824604679,25.853679222571458,2.35,38.7,96.88,,145.80845013746878,69.54,7.644,8.37,322.54,17.94,259.53,6.26,25.38,1.7891051990784834,59.48,20/8/2019 06:00:00,267.47,25.91,1001.18,0.79
3032,3032,1001.2763752892438,24.608764907920328,4.97,38.66,94.35,5.36,101.99513118961653,77.02,13.116,12.94,322.08,18.51,458.0,7.41,22.95,1.9105253154199562,62.76,20/8/2019 07:00:00,154.11,26.26,998.58,0.44
3033,3033,1008.6498728074489,26.41936184463533,11.01,46.63,94.57,43.63,136.87094503376744,86.56,23.412,19.82,322.95,18.82,874.02,7.8,18.4,1.2216760632554748,77.64,20/8/2019 08:00:00,176.57,26.73,1000.3,0.48
3034,3034,1010.2824338998621,27.64809323708094,12.61,50.99,87.95,200.27,232.2698942606942,111.58,26.988,22.95,322.95,19.06,1038.13,7.64,26.68,0.47177233517528927,91.65,20/8/2019 09:00:00,144.82,28.21,1000.85,0.55
3035,3035,1007.8648948412527,28.7151376721103,18.71,52.51,80.69,259.1,151.56639225188684,114.74,40.176,34.25,323.0,20.51,992.33,7.99,30.41,1.4847182035298758,92.8,20/8/2019 10:00:00,175.26,29.62,1001.33,0.89
3036,3036,1002.8334838237821,29.313888144927372,17.99,53.58,78.05,223.57,165.5256690882417,120.73,39.072,33.63,323.0,22.85,1011.42,8.99,37.66,0.8793849652064525,89.37,20/8/2019 11:00:00,146.46,30.46,1001.24,1.33
3037,3037,1007.4741208696142,24.845246729687254,12.74,45.16,72.25,462.84,173.58918203429212,130.85,34.992,35.29,323.0,20.4,1038.13,8.71,49.31,1.7021002007241408,74.71,20/8/2019 12:00:00,152.32,31.86,1002.27,1.55
3038,3038,1006.7679191990577,28.290721294446556,6.24,26.01,76.62,344.84,143.73554581313573,100.73,21.456,24.05,323.0,12.79,576.32,5.61,60.47,2.8910985500393482,43.07,20/8/2019 13:00:00,215.38,31.05,1003.71,1.65
3039,3039,1010.2495947986662,26.712370490229432,2.91,11.71,85.68,143.29,157.92180318410288,70.75,8.172,8.33,,6.57,248.08,2.96,61.45,1.0258452626947832,21.75,20/8/2019 14:00:00,283.53,28.54,1003.51,1.79
3040,3040,1008.5114610053023,26.86079703644863,2.98,22.71,96.29,65.25,184.10793188388863,75.45,12.192,14.54,,12.47,370.22,5.56,54.24,2.184133364569741,41.7,20/8/2019 15:00:00,251.76,27.19,1003.41,1.68
3041,3041,1002.966148264781,31.419698074512787,3.0,18.86,97.42,56.08,157.80711838552133,71.18,10.98,12.59,,9.43,301.52,3.99,60.51,1.115086413853714,37.28,20/8/2019 16:00:00,190.03,26.33,1003.18,1.78
3042,3042,1010.3632523872259,28.34894001655416,3.53,17.19,96.24,50.59,135.65889047508585,75.26,15.42,18.76,,8.34,477.08,3.45,52.19,1.991585619695023,30.49,20/8/2019 17:00:00,283.72,26.36,1003.22,1.29
3043,3043,1004.6377444781702,24.339965083437406,9.06,16.01,94.85,46.68,174.00197636929397,70.96,34.824,40.69,,7.93,595.4,3.76,32.9,0.6013910701569588,29.38,20/8/2019 18:00:00,210.48,26.72,1003.19,0.94
3044,3044,1008.859686860932,26.565077898479004,11.95,18.89,94.23,48.04,141.8848883685665,72.67,42.216,47.84,,9.2,763.33,4.34,25.98,0.5878735938033243,33.29,20/8/2019 19:00:00,207.12,27.0,1002.8,1.15
3045,3045,1005.4415428600521,27.133592795019965,3.46,14.43,96.74,13.2,188.39063348559034,77.62,17.364,21.92,,7.09,694.63,3.2,41.79,1.3482319547512867,24.03,20/8/2019 20:00:00,307.91,26.85,1002.59,1.57
3046,3046,999.7805731782828,28.873923046645725,2.55,17.13,96.1,,107.76771680307263,79.05,14.652,19.05,,7.35,709.9,3.11,39.68,0.540465052160523,29.83,20/8/2019 21:00:00,256.78,26.83,1001.34,1.03
3047,3047,1005.7906792206264,29.106691708145526,3.49,21.97,96.7,,157.34924200149712,78.07,23.82,31.97,,9.42,1068.67,3.94,22.14,1.720502756107353,39.51,20/8/2019 22:00:00,253.89,26.95,1002.08,0.56
3048,3048,1002.12056287832,29.23040488898037,2.68,23.02,97.95,,122.9226356594315,74.31,17.724,23.63,,9.95,1061.03,4.17,22.65,2.1207040467001503,40.46,20/8/2019 23:00:00,302.19,26.86,1004.25,0.71
3049,3049,1004.400079993958,26.32290760348523,2.52,24.71,98.4,,178.34870646367756,74.19,11.94,14.85,322.55,10.69,698.45,4.49,26.72,1.1190426125324981,41.57,21/8/2019 00:00:00,303.67,26.7,1003.31,0.97
3050,3050,1012.8616084108312,24.21845161190007,2.5,19.69,99.52,,199.02181318327712,71.95,8.724,9.84,322.55,9.28,526.7,4.25,28.14,1.1464020584930128,32.05,21/8/2019 01:00:00,312.06,26.53,1003.1,1.17
3051,3051,1011.0063930524316,26.38161619104601,2.56,19.95,99.93,,150.3192343072501,69.67,7.368,7.62,323.0,8.97,458.0,4.34,28.02,2.1939782034152815,31.78,21/8/2019 02:00:00,295.14,26.51,1004.07,1.18
3052,3052,1004.2722527305918,25.936516761888424,2.55,19.82,99.93,,83.73556017948678,71.03,6.972,7.01,323.0,9.19,412.2,4.5,26.4,1.5258513936299167,30.14,21/8/2019 03:00:00,280.48,26.48,1003.66,1.06
3053,3053,1010.2742182612693,25.34516356817303,2.57,20.77,98.91,,117.4955289949961,73.62,6.372,6.05,322.54,9.38,385.48,4.32,27.89,1.216305683084975,32.24,21/8/2019 04:00:00,296.4,26.6,1000.48,1.2
3054,3054,996.5227412951814,26.73154423886303,2.35,14.99,95.95,0.01,216.92072223548695,70.3,4.56,3.54,323.0,6.79,270.98,3.03,41.93,1.2875584245879605,24.48,21/8/2019 05:00:00,233.55,26.8,999.31,1.32
3055,3055,1003.9462872240068,28.595306290786677,2.36,7.73,95.67,0.01,107.58977583849376,65.88,4.14,2.87,323.0,3.39,167.93,1.39,60.13,1.4188942318761903,17.95,21/8/2019 06:00:00,110.14,26.16,1000.91,0.91
3056,3056,1006.2662860954667,28.962046762290495,2.37,13.63,98.63,0.47,114.00965928063346,66.26,4.956,4.15,322.55,6.04,282.43,2.36,53.88,2.818627652709134,25.35,21/8/2019 07:00:00,136.1,25.76,1001.16,0.48
3057,3057,1004.1991294830456,23.986347591208425,2.49,11.77,98.54,9.03,172.0254126280172,66.57,5.94,5.49,322.94,5.01,461.82,2.11,47.02,1.4212034853334052,20.28,21/8/2019 08:00:00,163.59,25.94,1004.39,0.39
3058,3058,1010.5307156446985,31.040147082393265,2.97,12.58,97.84,52.7,88.79560226847087,68.34,10.284,11.57,322.98,5.52,736.62,2.62,42.45,1.6219815314012949,22.34,21/8/2019 09:00:00,179.78,26.27,1005.0,0.4
3059,3059,1000.0896587985967,31.214303167805472,4.16,16.2,94.78,147.72,142.99803447753462,78.26,14.532,16.4,323.0,8.0,755.7,3.72,44.05,2.324285337402846,28.25,21/8/2019 10:00:00,158.53,26.98,1002.91,0.53
3060,3060,1004.4090967597149,28.02102480877737,7.07,18.66,90.55,261.31,172.79081744428248,104.08,20.496,21.29,322.95,9.18,446.55,3.76,39.1,1.5185596894722717,30.15,21/8/2019 11:00:00,118.34,28.13,1004.59,0.88
3061,3061,1002.8267136260909,27.49679149704093,7.83,18.75,84.28,415.34,147.26162816062651,115.12,21.084,21.05,322.97,9.14,259.53,3.74,43.65,1.5384074792783804,31.61,21/8/2019 12:00:00,103.12,29.4,1006.01,1.22
3062,3062,1004.322711110458,30.96074147665407,5.44,15.08,78.81,569.45,111.34391275919074,96.57,15.024,15.21,323.0,7.4,251.9,3.22,58.82,2.3550223923792157,27.59,21/8/2019 13:00:00,117.25,30.42,1005.58,1.6
3063,3063,1009.5765212721147,24.344903994497145,4.83,12.9,75.87,680.93,119.73078518972203,75.83,13.728,14.12,323.0,6.73,213.73,3.0,70.48,2.484031998737172,23.1,21/8/2019 14:00:00,119.71,31.01,1004.95,1.86
3064,3064,1006.0743741564106,27.688778536901115,4.53,13.85,76.59,581.99,200.80940685553003,69.8,14.376,15.6,323.0,7.44,202.28,3.24,77.72,1.0444307843889973,23.31,21/8/2019 15:00:00,128.34,31.12,1004.51,2.28
3065,3065,1009.7492010661797,26.1917050164879,6.27,19.09,76.03,628.12,197.8308189397448,79.87,22.368,25.44,322.89,10.35,213.73,4.8,73.83,0.8994847573644507,30.56,21/8/2019 16:00:00,131.25,31.24,1004.04,2.19
3066,3066,1012.8465291694354,24.657053827244113,8.12,25.76,76.61,419.14,158.94894668367635,93.37,32.616,38.66,322.89,13.74,248.08,6.47,62.29,1.746406684200057,40.93,21/8/2019 17:00:00,134.94,31.19,1003.39,2.09
3067,3067,1000.6948711800128,28.066190980204826,5.2,27.4,77.4,208.77,161.9865371103374,101.89,25.356,31.77,323.0,13.98,286.25,6.65,71.13,1.837701937468962,45.45,21/8/2019 18:00:00,138.08,30.83,1003.41,2.0
3068,3068,1006.7449957276114,24.723541160613088,5.16,30.99,80.09,63.16,197.64459460569284,107.47,33.78,45.02,323.0,14.65,332.05,7.02,50.1,1.7858791319312355,51.77,21/8/2019 19:00:00,117.35,30.2,1003.77,1.24
3069,3069,1005.3753569968752,30.54247148008825,2.89,25.12,83.54,9.73,187.13349654089444,74.85,21.9,29.9,323.0,10.59,351.13,4.94,60.03,1.575270651476908,42.65,21/8/2019 20:00:00,90.7,29.5,1004.33,0.74
3070,3070,1005.0802104791571,30.61935637653641,2.35,18.52,84.71,,94.52926177434668,67.21,8.544,9.8,323.0,7.3,339.68,3.32,67.61,1.261909790466203,30.34,21/8/2019 21:00:00,80.82,28.99,1004.92,0.5
3071,3071,1006.3122189906132,31.9991291202076,2.28,19.78,84.59,,121.47119509085711,68.08,10.824,13.47,,7.42,297.7,3.07,59.2,2.2160653217549586,35.04,21/8/2019 22:00:00,79.73,28.77,1005.56,0.41
3072,3072,1001.2028914278625,23.606002936982534,2.21,20.01,84.89,,80.92640328037463,70.69,12.36,15.97,322.55,7.12,255.72,2.93,56.46,1.3715370038035257,38.09,21/8/2019 23:00:00,80.13,28.67,1004.76,0.44
3073,3073,1008.0622372864923,28.301177538657832,2.45,19.57,87.76,,181.29140234382436,71.34,12.264,15.45,322.1,7.59,297.7,3.24,49.46,0.4545891575152029,34.56,22/8/2019 00:00:00,85.56,28.44,1003.66,0.47
3074,3074,1008.3441356181021,26.550610149908923,2.6,21.44,90.37,,156.75202965031835,71.12,11.916,14.68,323.0,8.93,301.52,3.85,41.05,1.8114430167833313,37.21,22/8/2019 01:00:00,72.34,28.27,1006.26,0.38
3075,3075,1008.0712199030527,30.62743300256727,2.68,27.69,91.85,,162.4626698416719,73.91,13.884,17.63,323.0,11.71,469.45,5.08,33.36,1.1380315097897777,47.15,22/8/2019 02:00:00,122.26,27.97,1004.5,0.37
3076,3076,1003.9260609430434,28.78165285156126,2.54,25.09,92.57,,182.0939459817516,73.2,11.46,14.08,323.0,10.23,675.55,4.31,31.81,1.2762127887808672,42.75,22/8/2019 03:00:00,136.65,27.92,1005.48,0.25
3077,3077,1004.5722303997569,27.209006205653214,2.44,15.91,91.98,,142.93337719136116,72.02,9.612,11.33,322.55,6.77,259.53,2.77,46.8,2.118662385847977,26.47,22/8/2019 04:00:00,86.67,27.22,1003.92,0.74
3078,3078,1012.1215433133444,26.6106533879052,2.34,12.03,93.02,,141.12146006148643,70.4,10.152,12.32,321.65,5.37,133.58,2.43,60.54,0.9668920380859556,21.9,22/8/2019 05:00:00,79.89,25.86,1001.09,1.03
3079,3079,1008.9694377637401,30.07473146089628,2.39,14.24,93.71,,158.08876910995028,67.89,15.168,20.11,322.1,6.54,187.02,3.0,45.28,0.9885762890409374,27.71,22/8/2019 06:00:00,100.0,25.94,1002.45,0.68
3080,3080,1008.0157230024308,29.23479846888666,2.97,22.03,95.97,9.49,173.8551876174447,70.47,17.1,22.23,322.49,9.6,351.13,4.32,34.12,0.9991208761789057,38.66,22/8/2019 07:00:00,152.6,25.93,1004.04,0.53
3081,3081,1004.7493786623746,28.105725487483184,3.86,21.22,95.3,57.55,121.07431055765697,73.11,17.448,21.42,322.94,9.52,419.83,4.21,33.55,2.1553005057477055,33.29,22/8/2019 08:00:00,94.24,26.59,1005.78,0.57
3082,3082,1007.1863137653816,21.810545554433713,4.21,18.59,91.03,112.93,186.0475555185742,81.21,14.292,15.95,323.0,8.33,381.67,3.57,44.15,0.42898515145904126,30.96,22/8/2019 09:00:00,86.6,27.69,1006.26,0.5
3083,3083,1006.7058225943703,27.715050188776278,6.28,21.66,86.71,267.48,147.20603577982652,90.68,18.096,18.73,322.95,10.44,354.95,4.47,46.74,0.6445797855762019,35.64,22/8/2019 10:00:00,169.32,28.64,1004.94,0.53
3084,3084,1004.3866575926552,31.460130854841267,6.56,19.72,80.58,383.18,136.655013957857,99.69,17.82,17.88,323.0,9.9,274.8,4.12,53.62,1.3164421896536895,34.52,22/8/2019 11:00:00,203.98,29.98,1005.01,0.92
3085,3085,1012.4580326104143,29.73979956164348,8.87,22.77,75.58,394.45,146.2218000149208,115.35,25.332,26.09,323.0,11.61,194.65,4.75,48.36,0.5005472424063188,41.15,22/8/2019 12:00:00,115.46,30.73,1006.28,1.13
3086,3086,1011.7692353225499,26.283617385560866,6.6,25.92,81.24,217.44,126.08436847995993,97.63,22.368,24.95,323.0,12.86,217.55,5.37,50.27,1.4264364846892672,48.82,22/8/2019 13:00:00,155.64,29.87,1005.89,0.92
3087,3087,1006.3267323032585,29.034273505687004,6.26,16.89,89.97,83.99,140.55382488112718,85.92,21.9,24.72,323.0,9.94,301.52,4.63,51.29,0.9933171228613908,26.37,22/8/2019 14:00:00,170.67,28.06,1005.38,1.42
3088,3088,1005.125709380933,30.202770000242342,6.53,15.64,94.75,52.6,77.48641505774735,79.08,26.532,31.57,,8.52,488.53,3.74,41.73,1.431116551486949,26.57,22/8/2019 15:00:00,130.16,27.27,1005.39,1.11
3089,3089,1005.5271224928655,28.947664436982762,3.36,14.39,90.86,53.69,117.0983423804873,80.46,15.852,19.7,,7.16,400.75,3.13,45.58,1.8006406141430298,26.14,22/8/2019 16:00:00,97.18,27.27,1003.8,0.75
3090,3090,1010.6885698399732,25.368240889896878,3.38,10.72,90.11,39.32,121.57210479563157,68.53,10.344,11.03,,4.35,179.38,1.87,46.42,1.1509792830513377,21.05,22/8/2019 17:00:00,90.14,26.83,1003.22,0.77
3091,3091,1004.876708802629,26.4996023558294,3.28,11.03,90.67,61.91,137.77312889177983,66.1,8.832,8.8,,5.07,175.57,2.38,45.77,1.7194729540950155,20.67,22/8/2019 18:00:00,86.4,26.78,1004.92,0.56
3092,3092,1000.6097578219999,24.871216850752962,3.24,12.48,90.6,55.7,108.71722130451693,72.96,9.588,10.03,,5.78,202.28,2.5,45.03,2.205061496758791,21.09,22/8/2019 19:00:00,90.64,26.99,1005.67,0.65
3093,3093,1004.1846551481405,28.634590693258765,2.73,13.91,89.93,15.74,66.09210142167804,74.58,9.372,10.47,,5.01,282.43,2.01,42.41,1.937156780347171,24.42,22/8/2019 20:00:00,91.51,26.89,1005.72,0.56
3094,3094,1008.7463842752708,29.27306185929959,2.97,21.35,90.08,,111.19342495437394,79.15,17.328,22.57,,7.65,503.8,3.07,28.27,1.3449063472755998,38.13,22/8/2019 21:00:00,114.97,26.85,1006.13,0.33
3095,3095,1003.7051448353772,25.022916556226484,3.04,26.41,92.08,,153.22898648650462,80.28,18.12,23.7,322.89,9.95,740.43,4.01,22.24,0.3840409328240837,49.08,22/8/2019 22:00:00,257.22,26.65,1006.9,0.61
3096,3096,1010.8768522985845,26.9808221377244,2.91,19.51,94.25,,100.7583419088975,76.08,15.984,20.59,322.94,7.87,492.35,3.3,20.41,2.143169426805413,32.45,22/8/2019 23:00:00,226.42,26.22,1007.54,0.65
3097,3097,1000.6077363926954,27.12181761716699,2.86,21.01,95.56,,178.56151799790524,70.34,13.956,17.44,323.0,7.68,496.17,3.01,18.38,0.8838702719095846,35.81,23/8/2019 00:00:00,177.02,26.06,1007.55,0.42
3098,3098,1003.3629707113627,22.567775425018453,3.02,19.67,95.52,,189.25959010413263,70.13,11.352,13.14,323.0,7.42,332.05,2.58,20.68,1.5859773696471047,32.95,23/8/2019 01:00:00,272.45,25.81,1007.9,0.66
3099,3099,1007.896925786117,23.58749862625422,2.72,17.0,95.74,,140.47245789498203,71.22,8.364,8.94,323.0,6.48,202.28,2.14,22.58,1.8931808569210054,27.94,23/8/2019 02:00:00,293.04,25.55,1007.89,0.88
3100,3100,1005.2715248410153,27.6146041549828,2.65,15.85,93.26,,119.66272867092658,74.66,8.388,9.08,323.0,6.44,179.38,2.04,25.64,1.2049492315277974,27.71,23/8/2019 03:00:00,273.11,25.71,1007.28,0.7
3101,3101,1006.2701429882846,30.696290060054555,4.0,24.96,95.59,,62.107949698830254,75.72,11.016,11.13,,9.12,278.62,2.72,21.48,1.7010011068863555,41.34,23/8/2019 04:00:00,260.57,25.4,1005.26,0.87
3102,3102,1010.5615005789666,30.564272522370743,2.57,20.2,96.83,,114.29199624067176,72.53,6.864,6.81,,7.01,213.73,2.13,22.82,1.6300039759678706,32.57,23/8/2019 05:00:00,263.34,25.13,1005.05,0.79
3103,3103,1004.6999868134691,31.235053395279273,2.57,21.61,96.15,,123.5837001255562,74.09,7.488,7.81,,7.51,251.9,2.29,22.63,1.8746553304096527,33.02,23/8/2019 06:00:00,239.9,25.19,1006.74,0.59
3104,3104,1010.5535005729732,29.25743492493742,5.77,24.93,96.19,6.95,153.27522179731676,76.51,14.16,13.35,322.94,9.24,492.35,3.0,19.49,0.9107847492769766,41.23,23/8/2019 07:00:00,219.55,25.3,1007.03,0.6
3105,3105,1006.5914546416257,31.483254301704896,5.57,22.87,94.12,42.4,159.01217920054452,72.45,12.516,11.08,322.94,9.06,538.15,3.27,24.18,2.2513692675552717,38.96,23/8/2019 08:00:00,204.74,25.96,1007.58,0.6
3106,3106,1004.9243961647202,24.686201418689773,4.99,27.65,90.11,138.1,191.56868877202834,70.24,11.604,10.53,322.95,9.72,618.3,3.49,32.04,3.1451716084998065,51.33,23/8/2019 09:00:00,195.98,27.11,1008.05,0.64
3107,3107,1008.6065475652798,25.432175996457094,3.67,20.52,84.33,235.45,142.04633612283442,66.91,6.648,4.79,322.95,7.29,324.42,2.76,42.81,1.611953191488628,36.89,23/8/2019 10:00:00,204.68,28.38,1008.33,0.75
3108,3108,1004.9765214915014,31.08653860675429,2.63,17.6,75.95,366.63,87.63293603397733,66.08,4.128,2.43,323.0,5.84,114.5,2.31,51.94,0.7876533617252485,30.91,23/8/2019 11:00:00,97.11,29.96,1008.47,0.82
3109,3109,1003.7954004583357,25.943475718867766,2.3,20.05,72.01,559.21,149.32612738897984,64.3,2.952,1.1,322.95,5.69,,2.21,60.3,2.207569395832091,35.44,23/8/2019 12:00:00,108.21,30.81,1008.26,1.03
3110,3110,1003.0808317374069,22.196971961632226,2.3,20.44,71.51,415.02,200.9701117793831,63.89,3.276,1.61,323.0,6.38,34.35,2.52,70.25,1.318966339187684,39.61,23/8/2019 13:00:00,147.64,31.1,1007.64,1.11
3111,3111,1006.6805636194277,25.08175926538489,2.42,16.13,71.57,378.66,66.47604457223193,66.42,3.408,1.63,323.0,6.38,68.7,2.56,73.17,1.9356279371853353,30.06,23/8/2019 14:00:00,131.83,31.32,1006.8,1.58
3112,3112,1005.2236545790213,30.572359874977405,3.94,17.75,81.55,214.65,120.19718797173579,71.24,8.688,7.57,323.0,8.56,179.38,3.74,59.01,2.9464510681365508,29.13,23/8/2019 15:00:00,141.41,29.76,1006.36,1.4
3113,3113,1006.556189055066,27.98347185765354,6.03,27.42,88.79,291.78,60.1170901945102,89.8,16.98,17.34,323.0,10.31,625.93,4.19,50.7,2.4881569218008535,48.06,23/8/2019 16:00:00,265.65,28.66,1006.11,1.41
3114,3114,1004.8130411627604,25.146435117474642,7.38,35.82,87.56,214.83,71.74565595753437,101.83,25.044,27.93,323.0,12.62,786.23,5.08,46.02,1.6446950118595156,67.4,23/8/2019 17:00:00,249.84,28.78,1005.78,1.73
3115,3115,1006.8118627368692,28.415456901910996,3.64,13.17,92.32,20.66,163.41453477622196,74.78,12.888,14.63,323.0,6.35,240.45,2.62,52.51,1.5973294083390035,26.85,23/8/2019 18:00:00,148.77,26.83,1005.82,1.96
3116,3116,1009.721110837655,24.442812349990632,2.82,11.37,97.38,9.13,170.18066672038037,70.07,12.72,15.61,323.0,5.59,320.6,2.37,47.52,0.8670373241960865,25.4,23/8/2019 19:00:00,195.03,25.66,1006.14,0.93
3117,3117,1006.3532824025239,28.66592623219828,2.59,11.34,98.41,5.19,63.69577770235257,72.36,12.612,15.79,323.0,5.39,496.17,2.7,39.94,0.7485210983245151,19.5,23/8/2019 20:00:00,287.69,25.84,1006.22,0.94
3118,3118,1008.18687998983,29.986050425830726,2.37,10.97,99.11,,155.0488203754755,67.07,5.712,5.32,323.0,4.49,354.95,2.12,39.8,1.5473271918254052,19.28,23/8/2019 21:00:00,295.83,25.76,1006.95,1.09
3119,3119,1000.1000373927175,29.029503981033074,2.39,13.37,99.59,,164.6862675284142,65.14,4.104,2.77,323.0,4.2,267.17,1.73,36.51,0.8663496967878129,24.9,23/8/2019 22:00:00,297.9,25.66,1006.71,1.15
3120,3120,1003.5182506674043,27.115764477761996,2.45,13.62,99.79,,134.04249359639869,65.81,4.692,3.6,323.0,4.32,259.53,1.68,33.19,0.5892516260202849,25.25,23/8/2019 23:00:00,298.34,25.55,1007.06,1.19
3121,3121,1007.0007461951396,25.140077379242076,2.43,15.21,99.93,,191.78379516350213,65.11,4.068,2.66,323.0,4.65,213.73,1.75,32.89,0.9266633089808087,27.2,24/8/2019 00:00:00,290.0,25.41,1008.01,1.13
3122,3122,1001.7524778678426,23.824466186629802,2.5,17.51,99.96,,127.75717382810961,66.71,3.948,2.35,323.0,5.22,198.47,2.12,31.36,1.1575333919131134,28.2,24/8/2019 01:00:00,296.92,25.25,1007.75,1.17
3123,3123,1008.4355186261256,28.60820138420663,2.51,17.38,99.99,,120.1830567895585,65.88,2.796,0.52,,4.62,141.22,1.47,32.08,1.9080999961041085,28.18,24/8/2019 02:00:00,302.86,25.03,1007.5,1.11
3124,3124,1007.4481473901707,26.941501103606377,2.42,17.69,100.0,,119.87816153323881,66.08,2.868,0.78,,4.66,141.22,1.41,31.97,1.773576871106621,30.23,24/8/2019 03:00:00,302.0,24.86,1007.01,1.22
3125,3125,1008.5602073805899,25.94932711058884,2.49,19.89,100.0,,154.83193950526748,67.0,3.468,1.61,,5.52,190.83,1.9,28.8,1.696482811208468,33.04,24/8/2019 04:00:00,297.09,24.81,1006.47,1.04
3126,3126,1009.5603219384197,28.628060934162708,2.43,19.72,100.0,,125.03161665686399,65.32,2.988,0.94,,6.14,202.28,2.02,28.39,2.054523931467249,31.54,24/8/2019 05:00:00,301.78,24.81,1006.18,1.11
3127,3127,1006.7297817516763,28.237349338670988,2.34,19.5,100.0,,211.33809803837147,65.9,3.288,1.57,,6.38,217.55,2.36,27.82,1.2400976863368756,31.7,24/8/2019 06:00:00,295.53,24.7,1006.11,1.34
3128,3128,1006.7426603877024,26.560148378266053,2.49,23.16,,7.53,163.88823738783609,71.78,5.436,4.7,322.95,9.31,343.5,4.97,26.45,1.9661113958171805,38.93,24/8/2019 07:00:00,285.86,24.66,1006.34,1.39
3129,3129,1008.3505355513777,28.9654288446346,3.03,22.52,99.83,26.57,150.73030092945316,79.74,7.56,7.2,323.0,9.48,484.72,5.31,27.18,0.7297703253760258,37.45,24/8/2019 08:00:00,295.03,24.79,1005.45,1.4
3130,3130,1002.8731309474862,27.56492451156054,3.33,17.88,99.48,109.23,164.3168630077098,78.51,6.312,4.79,322.78,7.49,377.85,3.63,31.9,2.038747579690629,29.34,24/8/2019 09:00:00,295.33,25.33,1005.75,1.58
